study_no,reference,lat,long,data_type,study_age,reps,checkcrop,cropseq_simp,rotlength_simp,speciesno_simp,bio_simp,den_simp,cropseq_div,rotlength_div,speciesno_div,bio_div,den_div,sys_tillage,sys_weedmgmt,weedmsmt_unit,peren_divYN,fallow_simpYN,PISD_diff,PICV_diff
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,3,4,sW,sW,1,1,NA,94,Po-Db-sW,3,3,NA,25,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,3,4,sW,sW,1,1,NA,94,Be-Db-Po-sW,4,4,NA,11,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,3,4,sW,sW,1,1,NA,94,Be-Db-Po-sW,4,4,NA,15,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,3,4,sW,sW,1,1,NA,94,Db-Po-sW-Be-sW,5,4,NA,16,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,4,4,sW,sW,1,1,NA,155,Po-Db-sW,3,3,NA,4,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,4,4,sW,sW,1,1,NA,155,Po-Db-sW,3,3,NA,9,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,4,4,sW,sW,1,1,NA,155,Be-Db-Po-sW,4,4,NA,4,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,4,4,sW,sW,1,1,NA,155,Be-Db-Po-sW,4,4,NA,8,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,4,4,sW,sW,1,1,NA,155,Db-Po-sW-Be-sW,5,4,NA,7,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,5,4,sW,sW,1,1,NA,77,Po-Db-sW,3,3,NA,5,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,5,4,sW,sW,1,1,NA,77,Po-Db-sW,3,3,NA,20,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,5,4,sW,sW,1,1,NA,77,Be-Db-Po-sW,4,4,NA,6,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,5,4,sW,sW,1,1,NA,77,Be-Db-Po-sW,4,4,NA,9,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,5,4,sW,sW,1,1,NA,77,Db-Po-sW-Be-sW,5,4,NA,18,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,6,4,sW,sW,1,1,NA,27,Po-Db-sW,3,3,NA,15,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,6,4,sW,sW,1,1,NA,27,Po-Db-sW,3,3,NA,24,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,6,4,sW,sW,1,1,NA,27,Be-Db-Po-sW,4,4,NA,17,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,6,4,sW,sW,1,1,NA,27,Be-Db-Po-sW,4,4,NA,33,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,6,4,sW,sW,1,1,NA,27,Db-Po-sW-Be-sW,5,4,NA,29,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,7,4,sW,sW,1,1,NA,5,Po-Db-sW,3,3,NA,6,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,7,4,sW,sW,1,1,NA,5,Po-Db-sW,3,3,NA,11,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,7,4,sW,sW,1,1,NA,5,Be-Db-Po-sW,4,4,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,7,4,sW,sW,1,1,NA,5,Be-Db-Po-sW,4,4,NA,11,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,7,4,sW,sW,1,1,NA,5,Db-Po-sW-Be-sW,5,4,NA,11,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,8,4,sW,sW,1,1,NA,14,Po-Db-sW,3,3,NA,4,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,8,4,sW,sW,1,1,NA,14,Po-Db-sW,3,3,NA,5,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,8,4,sW,sW,1,1,NA,14,Be-Db-Po-sW,4,4,NA,2,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,8,4,sW,sW,1,1,NA,14,Be-Db-Po-sW,4,4,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,8,4,sW,sW,1,1,NA,14,Db-Po-sW-Be-sW,5,4,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,9,4,sW,sW,1,1,NA,10,Po-Db-sW,3,3,NA,5,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,9,4,sW,sW,1,1,NA,10,Po-Db-sW,3,3,NA,13,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,9,4,sW,sW,1,1,NA,10,Be-Db-Po-sW,4,4,NA,8,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,9,4,sW,sW,1,1,NA,10,Be-Db-Po-sW,4,4,NA,15,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,9,4,sW,sW,1,1,NA,10,Db-Po-sW-Be-sW,5,4,NA,14,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,10,4,sW,sW,1,1,NA,14,Po-Db-sW,3,3,NA,4,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,10,4,sW,sW,1,1,NA,14,Po-Db-sW,3,3,NA,5,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,10,4,sW,sW,1,1,NA,14,Be-Db-Po-sW,4,4,NA,2,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,10,4,sW,sW,1,1,NA,14,Be-Db-Po-sW,4,4,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,10,4,sW,sW,1,1,NA,14,Db-Po-sW-Be-sW,5,4,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,11,4,sW,sW,1,1,NA,24,Po-Db-sW,3,3,NA,2,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,11,4,sW,sW,1,1,NA,24,Po-Db-sW,3,3,NA,21,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,11,4,sW,sW,1,1,NA,24,Be-Db-Po-sW,4,4,NA,19,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,11,4,sW,sW,1,1,NA,24,Be-Db-Po-sW,4,4,NA,23,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,11,4,sW,sW,1,1,NA,24,Db-Po-sW-Be-sW,5,4,NA,17,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,12,4,sW,sW,1,1,NA,51,Po-Db-sW,3,3,NA,1,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,12,4,sW,sW,1,1,NA,51,Po-Db-sW,3,3,NA,3,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,12,4,sW,sW,1,1,NA,51,Be-Db-Po-sW,4,4,NA,2,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,12,4,sW,sW,1,1,NA,51,Be-Db-Po-sW,4,4,NA,2,tilled,herbicides,community,N,N,NA,NA
10,"Blackshaw et al., 2015",50.099254,-112.150692,RM,12,4,sW,sW,1,1,NA,51,Db-Po-sW-Be-sW,5,4,NA,4,tilled,herbicides,community,N,N,NA,NA
11,"Blackshaw, 1994",49.693913,-112.841842,RM,1,6,W,W,1,1,NA,34,sR-W,2,2,NA,28,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,2,6,W,W,1,1,NA,63,sR-W,2,2,NA,21,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,3,6,W,W,1,1,NA,182,sR-W,2,2,NA,44,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,4,6,W,W,1,1,NA,200,sR-W,2,2,NA,59,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,5,6,W,W,1,1,NA,829,sR-W,2,2,NA,22,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,6,6,W,W,1,1,NA,561,sR-W,2,2,NA,10,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,1,6,W,W,1,1,NA,17,sR-W,2,2,NA,19,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,2,6,W,W,1,1,NA,63,sR-W,2,2,NA,15,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,3,6,W,W,1,1,NA,299,sR-W,2,2,NA,26,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,4,6,W,W,1,1,NA,648,sR-W,2,2,NA,96,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,5,6,W,W,1,1,NA,1109,sR-W,2,2,NA,39,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,6,6,W,W,1,1,NA,841,sR-W,2,2,NA,61,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,1,6,W,F-W,2,1,NA,21,sR-W,2,2,NA,28,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,2,6,W,F-W,2,1,NA,12,sR-W,2,2,NA,21,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,3,6,W,F-W,2,1,NA,15,sR-W,2,2,NA,44,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,4,6,W,F-W,2,1,NA,23,sR-W,2,2,NA,59,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,5,6,W,F-W,2,1,NA,46,sR-W,2,2,NA,22,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,6,6,W,F-W,2,1,NA,29,sR-W,2,2,NA,10,tilled,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,1,6,W,F-W,2,1,NA,17,sR-W,2,2,NA,19,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,2,6,W,F-W,2,1,NA,16,sR-W,2,2,NA,15,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,3,6,W,F-W,2,1,NA,28,sR-W,2,2,NA,26,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,4,6,W,F-W,2,1,NA,52,sR-W,2,2,NA,96,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,5,6,W,F-W,2,1,NA,36,sR-W,2,2,NA,39,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
11,"Blackshaw, 1994",49.693913,-112.841842,RM,6,6,W,F-W,2,1,NA,57,sR-W,2,2,NA,61,NT,herbicides,single species,N,N,8.082903768654761,0.6735753140545634
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,87,Sb-M,2,2,NA,384,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,110,Sb-M,2,2,NA,428,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,88,Sb-M,2,2,NA,122,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,110,Sb-M,2,2,NA,1682,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,167,Sb-M,2,2,NA,226,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,540,Sb-M,2,2,NA,152,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,167,Sb-M,2,2,NA,251,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,540,Sb-M,2,2,NA,108,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,56,Sb-M,2,2,NA,173,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,214,Sb-M,2,2,NA,100,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,56,Sb-M,2,2,NA,116,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,214,Sb-M,2,2,NA,158,tilled,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,344,Sb-M,2,2,NA,360,NT,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,826,Sb-M,2,2,NA,273,NT,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,1,3,M,M,1,1,NA,344,Sb-M,2,2,NA,186,NT,herbicides,community,N,N,0,0
12,"Buhler et al., 1994",42.936668,-92.568509,RM,10,3,M,M,1,1,NA,826,Sb-M,2,2,NA,296,NT,herbicides,community,N,N,0,0
13,"Cathcart et al., 2006",51.045435,-113.396043,LAST,4,3,sR,sR,1,1,NA,260,sR-sW-sR-sW-sR,2,2,NA,168,tilled,herbicides,community,N,N,0,0
13,"Cathcart et al., 2006",51.045435,-113.396043,LAST,4,3,sR,sR,1,1,NA,260,sR-sR-sW-sW-sR,4,2,NA,196,tilled,herbicides,community,N,N,0,0
13,"Cathcart et al., 2006",51.045435,-113.396043,LAST,4,3,sR,sR,1,1,NA,260,sR-sW-sW-sW-sR,4,2,NA,224,tilled,herbicides,community,N,N,0,0
14,"Chikoye et al., 2008",7.379954,3.939541,RM,3,4,M,M,1,1,162,183,Cp/Sb-Cp/Sb-M,3,3,150,181,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",7.379954,3.939541,RM,3,4,M,M,1,1,162,183,Sb-Sb-M,3,2,154,182,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",7.379954,3.939541,RM,3,4,M,M,1,1,162,183,Flm-Flm-M,3,3,72,120,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",7.379954,3.939541,RM,6,4,M,M,1,1,175,197,Cp/Sb-Cp/Sb-M,3,3,175,196,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",7.379954,3.939541,RM,6,4,M,M,1,1,175,197,Sb-Sb-M,3,2,146,170,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",7.379954,3.939541,RM,6,4,M,M,1,1,175,197,Flm-Flm-M,3,3,60,86,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,3,4,M,M,1,1,124,214,Cp/Sb-Cp/Sb-M,3,3,90,149,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,3,4,M,M,1,1,124,214,Sb-Sb-M,3,2,112,147,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,3,4,M,M,1,1,124,214,Flm-Flm-M,3,3,100,166,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,6,4,M,M,1,1,145,243,Cp/Sb-Cp/Sb-M,3,3,81,213,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,6,4,M,M,1,1,145,243,Sb-Sb-M,3,2,64,212,tilled,herbicides,community,N,N,NA,NA
14,"Chikoye et al., 2008",11.086974,7.720288,RM,6,4,M,M,1,1,145,243,Flm-Flm-M,3,3,56,126,tilled,herbicides,community,N,N,NA,NA
15,"Clay et al., 1998",44.311964,-96.79755,RM,4,3,M,M,1,1,NA,3521,sW/A-A-M,3,3,NA,333,tilled,none,community,Y,N,9.899494936611665,0.5499719409228703
15,"Clay et al., 1998",44.311964,-96.79755,RM,4,3,M,M,1,1,NA,239,sW/A-A-M,3,3,NA,238,tilled,herbicides,community,Y,N,9.899494936611665,0.5499719409228703
15,"Clay et al., 1998",44.311964,-96.79755,RM,4,3,M,M,1,1,NA,4,sW/A-A-M,3,3,NA,49,tilled,herbicides,community,Y,N,9.899494936611665,0.5499719409228703
15,"Clay et al., 1998",44.311964,-96.79755,RM,5,3,M,M,1,1,NA,4486,sW/A-A-M,3,3,NA,447,tilled,none,community,Y,N,9.899494936611665,0.5499719409228703
15,"Clay et al., 1998",44.311964,-96.79755,RM,5,3,M,M,1,1,NA,371,sW/A-A-M,3,3,NA,250,tilled,herbicides,community,Y,N,9.899494936611665,0.5499719409228703
15,"Clay et al., 1998",44.311964,-96.79755,RM,5,3,M,M,1,1,NA,10,sW/A-A-M,3,3,NA,66,tilled,herbicides,community,Y,N,9.899494936611665,0.5499719409228703
16,"Covarelli and Tei, 1988",42.959514,12.345268,LAST,6,3,M,M,1,1,NA,422,W-W-M,2,2,NA,161,tilled,none,community,N,N,NA,NA
16,"Covarelli and Tei, 1988",42.959514,12.345268,LAST,6,3,M,M,1,1,NA,422,W-W-M,2,2,NA,289,tilled,none,community,N,N,NA,NA
16,"Covarelli and Tei, 1988",42.959514,12.345268,LAST,6,3,M,M,1,1,NA,422,W-W-M,3,2,NA,377,tilled,none,community,N,N,NA,NA
16,"Covarelli and Tei, 1988",42.959514,12.345268,LAST,6,3,M,M,1,1,NA,422,W-W-M,3,2,NA,233,tilled,none,community,N,N,NA,NA
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,18.4,Su-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,3.66,Su-F-W,3,3,NA,0.4,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,18.4,Mi-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,3.66,Mi-F-W,3,3,NA,0.16,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,37.3,Su-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,5.56,Su-F-W,3,3,NA,0.4,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,37.3,Mi-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,5.56,Mi-F-W,3,3,NA,0.16,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,0.04,Su-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,0,Su-F-W,3,3,NA,0.4,tilled,herbicides,community,N,Y,5.656854249492381,0.47140452079103173
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,1,4,W,F-W,2,1,NA,0.04,Mi-F-W,3,3,NA,0,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
17,"Daugovish et al., 1999",41.232456,-103.019734,RM,2,4,W,F-W,2,1,NA,0,Mi-F-W,3,3,NA,0.16,tilled,herbicides,community,N,Y,4.242640687119285,0.35355339059327373
18,"Davis et al., 2009",39.034491,-85.512745,RM,3,5,Sb,Sb,1,1,NA,0.2,M-Sb,2,2,NA,0.1,NT,herbicides,single species,N,N,1.4142135623730951,0.11785113019775793
18,"Davis et al., 2009",39.034491,-85.512745,RM,3,5,Sb,Sb,1,1,NA,2.3,M-Sb,2,2,NA,1.6,NT,herbicides,single species,N,N,1.4142135623730951,0.11785113019775793
18,"Davis et al., 2009",39.034491,-85.512745,RM,4,5,Sb,Sb,1,1,NA,2.9,M-Sb,2,2,NA,1.4,NT,herbicides,single species,N,N,1.4142135623730951,0.11785113019775793
18,"Davis et al., 2009",39.034491,-85.512745,RM,4,5,Sb,Sb,1,1,NA,28,M-Sb,2,2,NA,10,NT,herbicides,single species,N,N,1.4142135623730951,0.11785113019775793
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,NA,38.5,sB-M,2,2,NA,28.6,IC,herb/mech,community,N,N,1.4142135623730951,0.11785113019775793
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,NA,38.5,Fp-W-M,3,3,NA,25.8,IC,herb/mech,community,N,N,6.557438524302,0.5464532103585
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,NA,38.5,sB-Fp-W-M,4,4,NA,30.2,IC,herb/mech,community,N,N,12.897028081435403,1.5476433697722483
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,46.9,NA,sB-M,2,2,76.7,NA,tilled,herb/mech,community,N,N,1.4142135623730951,0.11785113019775793
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,46.9,NA,Fp-W-M,3,3,89.2,NA,tilled,herb/mech,community,N,N,6.557438524302,0.5464532103585
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,46.9,NA,sB-Fp-W-M,4,4,113.3,NA,tilled,herb/mech,community,N,N,12.897028081435403,1.5476433697722483
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,153.4,NA,sB-M,2,2,203.4,NA,tilled,herb/mech,community,N,N,1.4142135623730951,0.11785113019775793
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,153.4,NA,Fp-W-M,3,3,128.1,NA,tilled,herb/mech,community,N,N,6.557438524302,0.5464532103585
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,153.4,NA,sB-Fp-W-M,4,4,163.1,NA,tilled,herb/mech,community,N,N,12.897028081435403,1.5476433697722483
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,113.4,NA,sB-M,2,2,185.8,NA,tilled,herb/mech,community,N,N,1.4142135623730951,0.11785113019775793
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,113.4,NA,Fp-W-M,3,3,140.2,NA,tilled,herb/mech,community,N,N,6.557438524302,0.5464532103585
19,"Demjanová et al., 2009",48.307092,18.093093,AVG,3.5,4,M,M,1,1,113.4,NA,sB-Fp-W-M,4,4,186.4,NA,tilled,herb/mech,community,N,N,12.897028081435403,1.5476433697722483
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,W,W,1,1,NA,209.8,Sb-W,2,2,NA,181.9,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,4,3,W,W,1,1,NA,728.1,Sb-W,2,2,NA,401.7,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,5,3,W,W,1,1,NA,831.4,Sb-W,2,2,NA,318.4,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,6,3,W,W,1,1,NA,449.7,Sb-W,2,2,NA,146.6,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,7,3,W,W,1,1,NA,26,Sb-W,2,2,NA,7.3,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,8,3,W,W,1,1,NA,525.6,Sb-W,2,2,NA,371.7,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,9,3,W,W,1,1,NA,260.5,Sb-W,2,2,NA,46,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,10,3,W,W,1,1,NA,727.5,Sb-W,2,2,NA,569,tilled,herbicides,community,N,N,11.313708498984761,0.9428090415820635
20,"Doucet et al., 1999",42.229839,-82.842511,RM,3,3,W,W,1,1,NA,209.8,M-Sb-W,3,3,NA,265.8,tilled,herbicides,community,N,N,7.54983443527075,0.6291528696058958
